ins	o	b	1
del	o	z	1
del	r	s	1
del	w	a	1
del	j	o	1
sub	g	h	1
ins	m	k	1
sub	g	s	1
sub	s	o	1
del	s	g	1
ins	r	m	1
del	b	l	1
sub	q	t	1
ins	g	e	1
ins	i	x	1
sub	p	o	1
sub	i	g	1
ins	r	y	1
sub	r	g	1
sub	y	d	1
sub	d	y	1
sub	x	q	1
sub	x	c	1
sub	h	e	1
sub	e	h	1
sub	z	g	1
del	e	c	1
del	l	t	1
ins	w	h	1
sub	g	b	1
ins	l	p	1
sub	v	l	1
sub	l	v	1
sub	n	w	1
sub	v	y	1
sub	x	k	1
sub	j	a	1
del	e	d	1
del	n	m	1
ins	p	r	1
ins	h	l	1
ins	n	c	1
sub	y	g	1
del	^	u	1
ins	c	i	1
del	y	h	1
sub	j	l	1
del	h	p	1
ins	s	m	1
del	y	t	1
ins	w	k	1
ins	^	g	1
del	z	e	1
del	k	t	1
sub	r	w	1
sub	j	w	1
sub	o	g	1
del	d	u	1
ins	^	q	1
ins	o	m	1
del	k	m	1
del	d	m	1
sub	i	m	1
sub	w	q	1
ins	p	d	1
sub	y	l	1
sub	l	y	1
ins	r	w	1
del	l	y	1
sub	i	f	1
ins	p	t	1
del	t	b	1
ins	i	q	1
sub	d	v	1
ins	l	h	1
sub	o	b	1
ins	s	p	1
sub	v	r	1
ins	p	s	1
sub	w	e	1
del	y	u	1
sub	l	f	1
del	t	m	1
del	s	m	1
ins	h	e	1
sub	k	g	1
ins	t	p	1
ins	l	v	1
del	g	m	1
del	r	t	1
del	m	h	1
ins	f	u	1
ins	r	k	1
ins	n	r	1
del	^	b	1
del	^	j	1
ins	m	b	1
ins	f	t	1
sub	u	g	1
del	u	b	1
sub	c	v	1
del	q	i	1
ins	r	j	1
ins	x	i	1
ins	k	r	1
ins	z	e	1
del	j	e	1
ins	k	t	1
del	h	g	1
ins	u	t	1
ins	n	w	1
sub	h	l	1
ins	w	n	1
ins	w	a	1
del	i	w	1
ins	z	y	1
sub	a	w	1
ins	m	n	1
sub	v	z	1
del	s	r	1
ins	m	h	1
sub	b	l	1
sub	e	z	1
del	t	u	1
del	p	u	1
sub	f	l	1
ins	l	u	1
del	e	x	1
ins	v	a	1
sub	f	z	1
ins	i	g	1
ins	y	o	1
del	a	v	1
sub	m	g	1
del	o	b	1
del	u	k	1
sub	t	p	1
sub	f	u	1
ins	p	i	1
sub	l	m	1
sub	m	l	1
sub	q	l	1
del	d	s	1
del	o	l	1
ins	y	l	1
ins	f	n	1
ins	z	s	1
del	g	u	1
del	r	x	1
del	p	h	1
sub	q	s	1
ins	e	w	1
del	m	q	1
sub	p	m	1
sub	f	j	1
ins	k	o	1
sub	y	k	1
ins	t	y	1
sub	g	e	1
ins	j	y	1
ins	o	a	1
del	i	c	1
del	s	k	1
